Species,Diet
Noctilio leporinus,Carnivore
Notoryctes caurinus,Omnivore
Notoryctes typhlops,Carnivore
Nycteris arge,Carnivore
Nycteris aurita,Carnivore
Nycteris gambiensis,Carnivore
Nycteris grandis,Carnivore
Nycteris hispida,Carnivore
Nycteris intermedia,Carnivore
Nycteris javanica,Carnivore
Nycteris macrotis,Carnivore
Nycteris madagascariensis,Carnivore
Nycteris major,Carnivore
Nycteris nana,Carnivore
Nycteris parisii,Carnivore
Nycteris thebaica,Carnivore
Nycteris tragata,Carnivore
Nycteris vinsoni,Carnivore
Nycteris woodi,Carnivore
Ochotona alpina,Herbivore
Ochotona argentata,Herbivore
Ochotona cansus,Herbivore
Ochotona collaris,Herbivore
Ochotona curzoniae,Herbivore
Ochotona dauurica,Herbivore
Ochotona erythrotis,Herbivore
Ochotona forresti,Herbivore
Ochotona gaoligongensis,Herbivore
Ochotona gloveri,Herbivore
Ochotona himalayana,Herbivore
Ochotona hoffmanni,Herbivore
Ochotona huangensis,Herbivore
Ochotona hyperborea,Herbivore
Ochotona iliensis,Herbivore
Ochotona koslowi,Herbivore
Ochotona ladacensis,Herbivore
Ochotona macrotis,Herbivore
Ochotona muliensis,Herbivore
Ochotona nigritia,Herbivore
Ochotona nubrica,Herbivore
Ochotona pallasi,Herbivore
Ochotona princeps,Herbivore
Ochotona pusilla,Herbivore
Ochotona roylei,Herbivore
Ochotona rufescens,Herbivore
Ochotona rutila,Herbivore
Ochotona thibetana,Herbivore
Ochotona thomasi,Herbivore
Ochotona turuchanensis,Herbivore
Aconaemys fuscus,Herbivore
Aconaemys porteri,Herbivore
Aconaemys sagei,Herbivore
Octodon bridgesi,Herbivore
Octodon degus,Herbivore
Octodon lunatus,Herbivore
Octodon pacificus,Herbivore
Octodontomys gliroides,Herbivore
Octomys mimax,Herbivore
Pipanacoctomys aureus,Herbivore
Salinoctomys loschalchalerosorum,Herbivore
Spalacopus cyanus,Herbivore
Tympanoctomys barrerae,Herbivore
Ornithorhynchus anatinus,Carnivore
Orycteropus afer,Carnivore
Palaeopropithecus ingens,Herbivore
Pedetes capensis,Herbivore
Pedetes surdaster,Herbivore
Echymipera clara,Herbivore
Echymipera kalubu,Omnivore
Isoodon auratus,Carnivore
Isoodon macrourus,Carnivore
Isoodon obesulus,Carnivore
Microperoryctes aplini,Omnivore
Microperoryctes longicauda,Omnivore
Microperoryctes murina,Omnivore
Microperoryctes papuensis,Omnivore
Perameles bougainville,Omnivore
Perameles eremiana,Omnivore
Perameles gunnii,Omnivore
Perameles nasuta,Omnivore
Peroryctes broadbenti,Herbivore
Peroryctes raffrayana,Herbivore
Rhynchomeles prattorum,Omnivore
Dactylonax palpator,Carnivore
Dactylopsila megalura,Omnivore
Dactylopsila tatei,Omnivore
Dactylopsila trivirgata,Carnivore
Gymnobelideus leadbeateri,Omnivore
Petaurus abidi,Omnivore
Petaurus australis,Omnivore
Petaurus biacensis,Omnivore
Petaurus breviceps,Omnivore
Petaurus gracilis,Herbivore
Petaurus norfolcensis,Omnivore
Petromus typicus,Herbivore
Ailurops melanotis,Herbivore
Ailurops ursinus,Herbivore
Phalanger alexandrae,Omnivore
Phalanger carmelitae,Omnivore
Phalanger gymnotis,Omnivore
Phalanger intercastellanus,Omnivore
Phalanger lullulae,Herbivore
Phalanger matabiru,Omnivore
Phalanger matanim,Omnivore
Phalanger mimicus,Omnivore
Phalanger orientalis,Omnivore
Phalanger ornatus,Omnivore
Phalanger rothschildi,Omnivore
Phalanger sericeus,Omnivore
Phalanger vestitus,Omnivore
Spilocuscus kraemeri,Herbivore
Spilocuscus maculatus,Herbivore
Spilocuscus papuensis,Herbivore
Spilocuscus rufoniger,Herbivore
Spilocuscus wilsoni,Herbivore
Strigocuscus celebensis,Herbivore
Strigocuscus pelengensis,Herbivore
Trichosurus caninus,Omnivore
Trichosurus cunninghami,Omnivore
Trichosurus vulpecula,Omnivore
Wyulda squamicaudata,Omnivore
Phascolarctos cinereus,Herbivore
Ametrida centurio,Herbivore
Anoura caudifer,Omnivore
Anoura cultrata,Herbivore
Anoura fistulata,Herbivore
Anoura geoffroyi,Carnivore
Anoura latidens,Omnivore
Anoura luismanueli,Omnivore
Ardops nichollsi,Herbivore
Ariteus flavescens,Omnivore
Artibeus amplus,Omnivore
Artibeus anderseni,Omnivore
Artibeus aztecus,Omnivore
Artibeus cinereus,Omnivore
Artibeus concolor,Herbivore
Artibeus fimbriatus,Omnivore
Artibeus fraterculus,Omnivore
Artibeus glaucus,Omnivore
Artibeus gnomus,Omnivore
Artibeus hirsutus,Omnivore
Artibeus incomitatus,Omnivore
Artibeus inopinatus,Omnivore
Artibeus jamaicensis,Omnivore
Artibeus lituratus,Omnivore
Artibeus obscurus,Omnivore
Artibeus phaeotis,Omnivore
Artibeus planirostris,Omnivore
Artibeus rosenbergii,Omnivore
Artibeus toltecus,Omnivore
Artibeus watsoni,Omnivore
Brachyphylla cavernarum,Omnivore
Brachyphylla nana,Omnivore
Carollia brevicauda,Omnivore
Carollia castanea,Herbivore
Carollia manu,Herbivore
Carollia perspicillata,Omnivore
Carollia sowelli,Herbivore
Carollia subrufa,Herbivore
Centurio senex,Herbivore
Chiroderma doriae,Herbivore
Chiroderma improvisum,Herbivore
Chiroderma salvini,Herbivore
Chiroderma trinitatum,Herbivore
Chiroderma villosum,Herbivore
Choeroniscus godmani,Omnivore
Choeroniscus minor,Omnivore
Choeroniscus periosus,Omnivore
Choeronycteris mexicana,Omnivore
Chrotopterus auritus,Omnivore
Desmodus draculae,Carnivore
Desmodus rotundus,Carnivore
Diaemus youngi,Carnivore
Diphylla ecaudata,Carnivore
Ectophylla alba,Herbivore
Enchisthenes hartii,Herbivore
Erophylla bombifrons,Omnivore
Erophylla sezekorni,Omnivore
Glossophaga commissarisi,Omnivore
Glossophaga leachii,Omnivore
Glossophaga longirostris,Omnivore
Glossophaga morenoi,Omnivore
Glossophaga soricina,Herbivore
Glyphonycteris behnii,Omnivore
Glyphonycteris daviesi,Omnivore
Glyphonycteris sylvestris,Carnivore
Hylonycteris underwoodi,Herbivore
Lampronycteris brachyotis,Omnivore
Leptonycteris curasoae,Herbivore
Leptonycteris nivalis,Omnivore
Leptonycteris yerbabuenae,Herbivore
Lichonycteris obscura,Herbivore
Lionycteris spurrelli,Omnivore
Lonchophylla bokermanni,Omnivore
Lonchophylla chocoana,Omnivore
Lonchophylla concava,Omnivore
Lonchophylla dekeyseri,Omnivore
Lonchophylla handleyi,Omnivore
Lonchophylla hesperia,Omnivore
Lonchophylla mordax,Omnivore
Lonchophylla orcesi,Omnivore
Lonchophylla robusta,Omnivore
Lonchophylla thomasi,Omnivore
Lonchorhina aurita,Carnivore
Lonchorhina fernandezi,Carnivore
Lonchorhina inusitata,Carnivore
Lonchorhina marinkellei,Carnivore
Lonchorhina orinocensis,Carnivore
Lophostoma aequatorialis,Omnivore
Lophostoma brasiliense,Omnivore
Lophostoma carrikeri,Omnivore
Lophostoma evotis,Omnivore
Lophostoma schulzi,Omnivore
Lophostoma silvicolum,Omnivore
Lophostoma yasuni,Carnivore
Macrophyllum macrophyllum,Carnivore
Macrotus californicus,Carnivore
Macrotus waterhousii,Omnivore
Mesophylla macconnelli,Herbivore
Micronycteris brosseti,Omnivore
Micronycteris hirsuta,Omnivore
Micronycteris matses,Carnivore
Micronycteris megalotis,Omnivore
Micronycteris microtis,Omnivore
Micronycteris minuta,Omnivore
Micronycteris sanborni,Carnivore
Micronycteris schmidtorum,Carnivore
Mimon bennettii,Carnivore
Mimon cozumelae,Omnivore
Mimon crenulatum,Carnivore
Mimon koepckeae,Omnivore
Monophyllus plethodon,Omnivore
Monophyllus redmani,Omnivore
Musonycteris harrisoni,Omnivore
Neonycteris pusilla,Omnivore
Phylloderma stenops,Omnivore
Phyllonycteris aphylla,Herbivore
Phyllonycteris poeyi,Omnivore
Phyllops falcatus,Herbivore
Phyllostomus discolor,Omnivore
Phyllostomus elongatus,Omnivore
Phyllostomus hastatus,Carnivore
Phyllostomus latifolius,Omnivore
Platalina genovensium,Herbivore
Platyrrhinus albericoi,Omnivore
Platyrrhinus aurarius,Herbivore
Platyrrhinus brachycephalus,Herbivore
Platyrrhinus chocoensis,Herbivore
Platyrrhinus dorsalis,Herbivore
Platyrrhinus helleri,Herbivore
Platyrrhinus infuscus,Herbivore
Platyrrhinus ismaeli,Herbivore
Platyrrhinus lineatus,Omnivore
Platyrrhinus masu,Herbivore
Platyrrhinus matapalensis,Omnivore
Platyrrhinus nigellus,Herbivore
Platyrrhinus recifinus,Herbivore
Platyrrhinus umbratus,Omnivore
Platyrrhinus vittatus,Herbivore
Pygoderma bilabiatum,Herbivore
Rhinophylla alethina,Herbivore
Rhinophylla fischerae,Herbivore
Rhinophylla pumilio,Omnivore
Scleronycteris ega,Omnivore
Sphaeronycteris toxophyllum,Herbivore
Stenoderma rufum,Herbivore
Sturnira aratathomasi,Herbivore
Sturnira bidens,Herbivore
Sturnira bogotensis,Herbivore
Sturnira erythromos,Herbivore
Sturnira lilium,Herbivore
Sturnira ludovici,Herbivore
Sturnira luisi,Herbivore
Sturnira magna,Herbivore
Sturnira mistratensis,Herbivore
Sturnira mordax,Herbivore
Sturnira nana,Herbivore
Sturnira oporaphilum,Herbivore
Sturnira sorianoi,Herbivore
Sturnira thomasi,Herbivore
Sturnira tildae,Herbivore
Tonatia bidens,Omnivore
Tonatia saurophila,Omnivore
Trachops cirrhosus,Carnivore
Trinycteris nicefori,Omnivore
Uroderma bilobatum,Omnivore
Uroderma magnirostrum,Omnivore
Vampyressa bidens,Herbivore
Vampyressa brocki,Herbivore
Vampyressa melissa,Herbivore
Vampyressa nymphaea,Herbivore
Vampyressa pusilla,Herbivore
Vampyressa thyone,Herbivore
Vampyrodes caraccioli,Herbivore
Vampyrum spectrum,Carnivore
Xeronycteris vieirai,Herbivore
Cacajao ayresi,Omnivore
Cacajao calvus,Herbivore
Cacajao hosomi,Omnivore
Cacajao melanocephalus,Omnivore
Callicebus aureipalatii,Omnivore
Callicebus baptista,Omnivore
Callicebus barbarabrownae,Omnivore
Callicebus bernhardi,Omnivore
Callicebus brunneus,Omnivore
Callicebus caligatus,Omnivore
Callicebus cinerascens,Omnivore
Callicebus coimbrai,Omnivore
Callicebus cupreus,Omnivore
Callicebus discolor,Omnivore
Callicebus donacophilus,Omnivore
Callicebus dubius,Omnivore
Callicebus hoffmannsi,Omnivore
Callicebus lucifer,Omnivore
Callicebus lugens,Omnivore
Callicebus medemi,Omnivore
Callicebus melanochir,Herbivore
Callicebus modestus,Omnivore
Callicebus moloch,Omnivore
Callicebus nigrifrons,Herbivore
Callicebus oenanthe,Omnivore
Callicebus olallae,Herbivore
Callicebus ornatus,Omnivore
Callicebus pallescens,Omnivore
Callicebus personatus,Omnivore
Callicebus purinus,Omnivore
Callicebus regulus,Omnivore
Callicebus stephennashi,Omnivore
Callicebus torquatus,Omnivore
Chiropotes albinasus,Herbivore
Chiropotes chiropotes,Herbivore
Chiropotes satanas,Herbivore
Chiropotes utahickae,Herbivore
Pithecia aequatorialis,Omnivore
Pithecia albicans,Herbivore
Pithecia irrorata,Omnivore
Pithecia monachus,Omnivore
Pithecia pithecia,Herbivore
Xenothrix mcgregori,Herbivore
Platacanthomys lasiurus,Herbivore
Typhlomys cinereus,Herbivore
Aepyprymnus rufescens,Herbivore
Bettongia gaimardi,Herbivore
Bettongia lesueur,Omnivore
Bettongia penicillata,Herbivore
Bettongia pusilla,Herbivore
Bettongia tropica,Omnivore
Caloprymnus campestris,Omnivore
Potorous gilbertii,Herbivore
Potorous longipes,Omnivore
Potorous platyops,Omnivore
Potorous tridactylus,Omnivore
Prionodon linsang,Carnivore
Prionodon pardicolor,Carnivore
Dendrohyrax arboreus,Herbivore
Dendrohyrax dorsalis,Herbivore
Dendrohyrax validus,Herbivore
Heterohyrax brucei,Herbivore
Procavia capensis,Herbivore
Bassaricyon alleni,Omnivore
Bassaricyon beddardi,Omnivore
Bassaricyon gabbii,Omnivore
Bassaricyon lasius,Omnivore
Bassaricyon pauli,Omnivore
Bassariscus astutus,Omnivore
Bassariscus sumichrasti,Omnivore
Nasua narica,Omnivore
Nasua nasua,Omnivore
Nasuella olivacea,Omnivore
Potos flavus,Omnivore
Procyon cancrivorus,Carnivore
Procyon lotor,Omnivore
Procyon pygmaeus,Omnivore
Hemibelideus lemuroides,Herbivore
Petauroides volans,Herbivore
Petropseudes dahli,Herbivore
Pseudocheirus occidentalis,Herbivore
Pseudocheirus peregrinus,Herbivore
Pseudochirops albertisii,Herbivore
Pseudochirops archeri,Herbivore
Pseudochirops corinnae,Herbivore
Pseudochirops coronatus,Herbivore
Pseudochirops cupreus,Herbivore
Pseudochirulus canescens,Herbivore
Pseudochirulus caroli,Herbivore
Pseudochirulus cinereus,Herbivore
Pseudochirulus forbesi,Herbivore
Pseudochirulus herbertensis,Herbivore
Pseudochirulus larvatus,Herbivore
Pseudochirulus mayeri,Herbivore
Pseudochirulus schlegeli,Herbivore
Acerodon celebensis,Herbivore
Acerodon humilis,Herbivore
Acerodon jubatus,Herbivore
Acerodon leucotis,Herbivore
Acerodon mackloti,Herbivore
Aethalops aequalis,Herbivore
Aethalops alecto,Herbivore
Alionycteris paucidentata,Herbivore
Aproteles bulmerae,Herbivore
Balionycteris maculata,Herbivore
Casinycteris argynnis,Herbivore
Chironax melanocephalus,Herbivore
Cynopterus brachyotis,Herbivore
Cynopterus horsfieldii,Herbivore
Cynopterus luzoniensis,Herbivore
Cynopterus minutus,Herbivore
Cynopterus nusatenggara,Herbivore
Cynopterus sphinx,Herbivore
Cynopterus titthaecheilus,Herbivore
Dobsonia anderseni,Herbivore
Dobsonia beauforti,Herbivore
Dobsonia chapmani,Herbivore
Dobsonia crenulata,Herbivore
Dobsonia emersa,Herbivore
Dobsonia exoleta,Herbivore
Dobsonia inermis,Herbivore
Dobsonia minor,Herbivore
Dobsonia moluccensis,Herbivore
Dobsonia pannietensis,Herbivore
Dobsonia peronii,Herbivore
Dobsonia praedatrix,Herbivore
Dobsonia viridis,Herbivore
Dyacopterus brooksi,Herbivore
Dyacopterus spadiceus,Herbivore
Eidolon dupreanum,Herbivore
Eidolon helvum,Herbivore
Eonycteris major,Herbivore
Eonycteris robusta,Herbivore
Eonycteris spelaea,Herbivore
Epomophorus angolensis,Herbivore
Epomophorus anselli,Herbivore
Epomophorus crypturus,Herbivore
Epomophorus gambianus,Herbivore
Epomophorus grandis,Herbivore
Epomophorus labiatus,Herbivore
Epomophorus minimus,Herbivore
Epomophorus wahlbergi,Herbivore
Epomops buettikoferi,Herbivore
Epomops dobsonii,Herbivore
Epomops franqueti,Herbivore
Haplonycteris fischeri,Herbivore
Harpyionycteris celebensis,Herbivore
Harpyionycteris whiteheadi,Herbivore
Hypsignathus monstrosus,Herbivore
Latidens salimalii,Herbivore
Lissonycteris angolensis,Herbivore
Macroglossus minimus,Herbivore
Macroglossus sobrinus,Herbivore
Megaerops ecaudatus,Herbivore
Megaerops kusnotoi,Herbivore
Megaerops niphanae,Herbivore
Megaerops wetmorei,Herbivore
Megaloglossus woermanni,Herbivore
Melonycteris fardoulisi,Herbivore
Melonycteris melanops,Herbivore
Melonycteris woodfordi,Herbivore
Micropteropus intermedius,Herbivore
Micropteropus pusillus,Herbivore
Mirimiri acrodonta,Herbivore
Myonycteris brachycephala,Herbivore
Myonycteris relicta,Herbivore
Myonycteris torquata,Herbivore
Nanonycteris veldkampii,Herbivore
Neopteryx frosti,Herbivore
Notopteris macdonaldi,Herbivore
Notopteris neocaledonica,Herbivore
Nyctimene aello,Herbivore
Nyctimene albiventer,Herbivore
Nyctimene cephalotes,Herbivore
Nyctimene certans,Herbivore
Nyctimene cyclotis,Herbivore
Nyctimene draconilla,Herbivore
Nyctimene keasti,Herbivore
Nyctimene major,Herbivore
Nyctimene malaitensis,Herbivore
Nyctimene masalai,Herbivore
Nyctimene minutus,Herbivore
Nyctimene rabori,Herbivore
Nyctimene robinsoni,Herbivore
Nyctimene sanctacrucis,Herbivore
Nyctimene vizcaccia,Herbivore
Otopteropus cartilagonodus,Herbivore
Paranyctimene raptor,Herbivore
Paranyctimene tenax,Herbivore
Penthetor lucasi,Herbivore
Plerotes anchietae,Herbivore
Ptenochirus jagori,Herbivore
Ptenochirus minor,Herbivore
Pteralopex anceps,Herbivore
Pteralopex atrata,Herbivore
Pteralopex flanneryi,Herbivore
Pteralopex pulchra,Herbivore
Pteralopex taki,Herbivore
Pteropus admiralitatum,Herbivore
Pteropus aldabrensis,Herbivore
Pteropus alecto,Herbivore
Pteropus anetianus,Herbivore
Pteropus argentatus,Herbivore
Pteropus aruensis,Herbivore
Pteropus brunneus,Herbivore
Pteropus caniceps,Herbivore
Pteropus capistratus,Herbivore
Pteropus chrysoproctus,Herbivore
Pteropus cognatus,Herbivore
Pteropus conspicillatus,Herbivore
Pteropus dasymallus,Herbivore
Pteropus faunulus,Herbivore
Pteropus fundatus,Herbivore
Pteropus giganteus,Herbivore
Pteropus gilliardorum,Herbivore
Pteropus griseus,Herbivore
Pteropus howensis,Herbivore
Pteropus hypomelanus,Herbivore
Pteropus insularis,Herbivore
Pteropus intermedius,Herbivore
Pteropus keyensis,Herbivore
Pteropus leucopterus,Herbivore
Pteropus livingstonii,Herbivore
Pteropus lombocensis,Herbivore
Pteropus loochoensis,Herbivore
Pteropus lylei,Herbivore
Pteropus macrotis,Herbivore
Pteropus mahaganus,Herbivore
Pteropus mariannus,Herbivore
Pteropus melanopogon,Herbivore
Pteropus melanotus,Herbivore
Pteropus molossinus,Herbivore
Pteropus neohibernicus,Herbivore
Pteropus niger,Herbivore
Pteropus nitendiensis,Herbivore
Pteropus ocularis,Herbivore
Pteropus ornatus,Herbivore
Pteropus pelewensis,Herbivore
Pteropus personatus,Herbivore
Pteropus pilosus,Herbivore
Pteropus pohlei,Herbivore
Pteropus poliocephalus,Herbivore
Pteropus pselaphon,Herbivore
Pteropus pumilus,Herbivore
Pteropus rayneri,Herbivore
Pteropus rennelli,Herbivore
Pteropus rodricensis,Herbivore
Pteropus rufus,Herbivore
Pteropus samoensis,Herbivore
Pteropus scapulatus,Herbivore
Pteropus seychellensis,Herbivore
Pteropus speciosus,Herbivore
Pteropus subniger,Herbivore
Pteropus temminckii,Herbivore
Pteropus tokudae,Herbivore
Pteropus tonganus,Herbivore
Pteropus tuberculatus,Herbivore
Pteropus ualanus,Herbivore
Pteropus vampyrus,Herbivore
Pteropus vetulus,Herbivore
Pteropus voeltzkowi,Herbivore
Pteropus woodfordi,Herbivore
Pteropus yapensis,Herbivore
Rousettus aegyptiacus,Herbivore
Rousettus amplexicaudatus,Herbivore
Rousettus bidens,Herbivore
Rousettus celebensis,Herbivore
Rousettus lanosus,Herbivore
Rousettus leschenaultii,Herbivore
Rousettus linduensis,Herbivore
Rousettus madagascariensis,Herbivore
Rousettus obliviosus,Herbivore
Rousettus spinalatus,Herbivore
Scotonycteris ophiodon,Herbivore
Scotonycteris zenkeri,Herbivore
Sphaerias blanfordi,Herbivore
Styloctenium mindorensis,Herbivore
Styloctenium wallacei,Herbivore
Syconycteris australis,Herbivore
Syconycteris carolinae,Herbivore
Syconycteris hobbit,Herbivore
Thoopterus nigrescens,Herbivore
Ptilocercus lowii,Omnivore
Ceratotherium simum,Herbivore
Dicerorhinus sumatrensis,Herbivore
Diceros bicornis,Herbivore
Rhinoceros sondaicus,Herbivore
Rhinoceros unicornis,Herbivore
Rhinolophus acuminatus,Carnivore
Rhinolophus adami,Carnivore
Rhinolophus affinis,Carnivore
Rhinolophus alcyone,Carnivore
Rhinolophus arcuatus,Carnivore
Rhinolophus beddomei,Carnivore
Rhinolophus blasii,Carnivore
Rhinolophus bocharicus,Carnivore
Rhinolophus borneensis,Carnivore
Rhinolophus canuti,Carnivore
Rhinolophus capensis,Carnivore
Rhinolophus celebensis,Carnivore
Rhinolophus clivosus,Carnivore
Rhinolophus coelophyllus,Carnivore
Rhinolophus cognatus,Carnivore
Rhinolophus convexus,Carnivore
Rhinolophus creaghi,Carnivore
Rhinolophus darlingi,Carnivore
Rhinolophus deckenii,Carnivore
Rhinolophus denti,Carnivore
Rhinolophus eloquens,Carnivore
Rhinolophus euryale,Carnivore
Rhinolophus euryotis,Carnivore
Rhinolophus ferrumequinum,Carnivore
Rhinolophus formosae,Carnivore
Rhinolophus fumigatus,Carnivore
Rhinolophus guineensis,Carnivore
Rhinolophus hildebrandti,Carnivore
Rhinolophus hilli,Carnivore
Rhinolophus hillorum,Carnivore
Rhinolophus hipposideros,Carnivore
Rhinolophus inops,Carnivore
Rhinolophus keyensis,Carnivore
Rhinolophus landeri,Carnivore
Rhinolophus lepidus,Carnivore
Rhinolophus luctus,Carnivore
Rhinolophus maclaudi,Carnivore
Rhinolophus macrotis,Carnivore
Rhinolophus madurensis,Carnivore
Rhinolophus maendeleo,Carnivore
Rhinolophus malayanus,Carnivore
Rhinolophus marshalli,Carnivore
Rhinolophus megaphyllus,Carnivore
Rhinolophus mehelyi,Carnivore
Rhinolophus mitratus,Carnivore
Rhinolophus montanus,Carnivore
Rhinolophus nereis,Carnivore
Rhinolophus osgoodi,Carnivore
Rhinolophus paradoxolophus,Carnivore
Rhinolophus pearsonii,Carnivore
Rhinolophus philippinensis,Carnivore
Rhinolophus pusillus,Carnivore
Rhinolophus rex,Carnivore
Rhinolophus robinsoni,Carnivore
Rhinolophus rouxii,Carnivore
Rhinolophus rufus,Carnivore
Rhinolophus ruwenzorii,Carnivore
Rhinolophus sakejiensis,Carnivore
Rhinolophus sedulus,Carnivore
Rhinolophus shameli,Carnivore
Rhinolophus shortridgei,Carnivore
Rhinolophus siamensis,Carnivore
Rhinolophus silvestris,Carnivore
Rhinolophus simulator,Carnivore
Rhinolophus sinicus,Carnivore
Rhinolophus stheno,Carnivore
Rhinolophus subbadius,Carnivore
Rhinolophus subrufus,Carnivore
Rhinolophus swinnyi,Carnivore
Rhinolophus thomasi,Carnivore
Rhinolophus trifoliatus,Carnivore
Rhinolophus virgo,Carnivore
Rhinolophus yunanensis,Carnivore
Rhinolophus ziama,Carnivore
Rhinopoma hardwickii,Carnivore
Rhinopoma macinnesi,Carnivore
Rhinopoma microphyllum,Carnivore
Rhinopoma muscatellum,Carnivore
Aeretes melanopterus,Herbivore
Aeromys tephromelas,Omnivore
Aeromys thomasi,Herbivore
Ammospermophilus harrisii,Omnivore
Ammospermophilus interpres,Omnivore
Ammospermophilus leucurus,Omnivore
Ammospermophilus nelsoni,Omnivore
Atlantoxerus getulus,Herbivore
Belomys pearsonii,Herbivore
Biswamoyopterus biswasi,Herbivore
Callosciurus adamsi,Omnivore
Callosciurus albescens,Omnivore
Callosciurus baluensis,Omnivore
Callosciurus caniceps,Omnivore
Callosciurus erythraeus,Omnivore
Callosciurus finlaysonii,Omnivore
Callosciurus inornatus,Omnivore
Callosciurus melanogaster,Omnivore
Callosciurus nigrovittatus,Herbivore
Callosciurus notatus,Omnivore
Callosciurus orestes,Omnivore
Callosciurus phayrei,Omnivore
Callosciurus prevostii,Herbivore
Callosciurus pygerythrus,Omnivore
Callosciurus quinquestriatus,Omnivore
Cynomys gunnisoni,Herbivore
Cynomys leucurus,Herbivore
Cynomys ludovicianus,Herbivore
Cynomys mexicanus,Herbivore
Cynomys parvidens,Omnivore
Dremomys everetti,Omnivore
Dremomys gularis,Omnivore
Dremomys lokriah,Omnivore
Dremomys pernyi,Omnivore
Dremomys pyrrhomerus,Omnivore
Dremomys rufigenis,Omnivore
Eoglaucomys fimbriatus,Herbivore
Epixerus ebii,Omnivore
Eupetaurus cinereus,Herbivore
Exilisciurus concinnus,Omnivore
Exilisciurus exilis,Omnivore
Exilisciurus whiteheadi,Herbivore
Funambulus layardi,Omnivore
Funambulus palmarum,Omnivore
Funambulus pennantii,Omnivore
Funambulus sublineatus,Omnivore
Funambulus tristriatus,Omnivore
Funisciurus anerythrus,Herbivore
Funisciurus bayonii,Herbivore
Funisciurus carruthersi,Herbivore
Funisciurus congicus,Herbivore
Funisciurus duchaillui,Herbivore
Funisciurus isabella,Herbivore
Funisciurus lemniscatus,Herbivore
Funisciurus leucogenys,Herbivore
Funisciurus pyrropus,Herbivore
Funisciurus substriatus,Herbivore
Glaucomys sabrinus,Omnivore
Glaucomys volans,Omnivore
Glyphotes simus,Herbivore
Heliosciurus gambianus,Omnivore
Heliosciurus mutabilis,Omnivore
Heliosciurus punctatus,Omnivore
Heliosciurus rufobrachium,Omnivore
Heliosciurus ruwenzorii,Omnivore
Heliosciurus undulatus,Omnivore
Hylopetes alboniger,Omnivore
Hylopetes bartelsi,Omnivore
Hylopetes lepidus,Omnivore
Hylopetes nigripes,Omnivore
Hylopetes phayrei,Herbivore
Hylopetes platyurus,Omnivore
Hylopetes sipora,Omnivore
Hylopetes spadiceus,Omnivore
Hylopetes winstoni,Omnivore
Hyosciurus heinrichi,Carnivore
Hyosciurus ileile,Herbivore
Iomys horsfieldii,Herbivore
Iomys sipora,Herbivore
Lariscus hosei,Herbivore
Lariscus insignis,Herbivore
Lariscus niobe,Herbivore
Lariscus obscurus,Herbivore
Marmota baibacina,Herbivore
Marmota bobak,Herbivore
Marmota broweri,Herbivore
Marmota caligata,Herbivore
Marmota camtschatica,Omnivore
Marmota caudata,Herbivore
Marmota flaviventris,Herbivore
Marmota himalayana,Herbivore
Marmota marmota,Herbivore
Marmota menzbieri,Herbivore
Marmota monax,Omnivore
Marmota olympus,Herbivore
Marmota sibirica,Herbivore
Marmota vancouverensis,Herbivore
Menetes berdmorei,Herbivore
Microsciurus alfari,Herbivore
Microsciurus flaviventer,Herbivore
Microsciurus mimulus,Herbivore
Microsciurus santanderensis,Herbivore
Myosciurus pumilio,Herbivore
Nannosciurus melanotis,Herbivore
Paraxerus alexandri,Omnivore
Paraxerus boehmi,Omnivore
Paraxerus cepapi,Omnivore
Paraxerus cooperi,Omnivore
Paraxerus flavovittis,Omnivore
Paraxerus lucifer,Omnivore
Paraxerus ochraceus,Omnivore
Paraxerus palliatus,Omnivore
Paraxerus poensis,Omnivore
Paraxerus vexillarius,Omnivore
Paraxerus vincenti,Omnivore
Petaurillus emiliae,Herbivore
Petaurillus hosei,Herbivore
Petaurillus kinlochii,Herbivore
Petaurista alborufus,Omnivore
Petaurista elegans,Omnivore
Petaurista leucogenys,Omnivore
Petaurista magnificus,Omnivore
Petaurista nobilis,Omnivore
Petaurista petaurista,Omnivore
Petaurista philippensis,Omnivore
Petaurista xanthotis,Herbivore
Petinomys crinitus,Herbivore
Petinomys fuscocapillus,Herbivore
Petinomys genibarbis,Herbivore
Petinomys hageni,Herbivore
Petinomys lugens,Herbivore
Petinomys mindanensis,Herbivore
Petinomys sagitta,Herbivore
Petinomys setosus,Herbivore
Petinomys vordermanni,Herbivore
Prosciurillus abstrusus,Herbivore
Prosciurillus leucomus,Herbivore
Prosciurillus murinus,Herbivore
Prosciurillus rosenbergii,Herbivore
Prosciurillus weberi,Herbivore
Protoxerus aubinnii,Herbivore
Protoxerus stangeri,Herbivore
Pteromys momonga,Omnivore
Pteromys volans,Herbivore
Pteromyscus pulverulentus,Herbivore
Ratufa affinis,Herbivore
Ratufa bicolor,Herbivore
Ratufa indica,Omnivore
Ratufa macroura,Omnivore
Rheithrosciurus macrotis,Herbivore
Rhinosciurus laticaudatus,Omnivore
Rubrisciurus rubriventer,Herbivore
Sciurillus pusillus,Herbivore
Sciurotamias davidianus,Herbivore
Sciurotamias forresti,Herbivore
Sciurus aberti,Herbivore
Sciurus aestuans,Herbivore
Sciurus alleni,Herbivore
Sciurus anomalus,Herbivore
Sciurus arizonensis,Herbivore
Sciurus aureogaster,Herbivore
Sciurus carolinensis,Herbivore
Sciurus colliaei,Herbivore
